AveMonthSpend,Age,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
83,37,Bachelors ,Management,F,M,1,3,3,4,139640
99,37,Graduate Degree,Management,M,S,0,2,1,1,175356
49,43,Partial High School,Skilled Manual,F,S,0,2,0,2,62016
85,43,High School,Professional,M,S,1,0,1,3,88319
49,44,Graduate Degree,Management,F,S,1,2,0,3,100366
50,44,Graduate Degree,Management,F,S,1,2,0,3,101680
83,44,Graduate Degree,Management,M,M,0,2,0,3,117522
80,44,Graduate Degree,Management,M,M,1,2,0,3,102115
46,45,Partial College,Professional,F,S,0,2,0,3,60469
72,60,Graduate Degree,Management,M,M,1,2,0,4,107677
74,59,Graduate Degree,Management,F,M,1,3,3,3,117164
119,59,Graduate Degree,Management,M,M,1,3,3,3,128712
135,59,Graduate Degree,Management,M,M,1,3,4,4,185578
67,59,Bachelors ,Management,F,S,0,4,3,3,139073
53,58,Bachelors ,Management,F,M,1,2,0,5,119083
71,57,Bachelors ,Management,M,S,1,2,0,4,132843
79,57,Bachelors ,Management,F,M,1,4,3,3,141392
74,57,Bachelors ,Management,F,M,1,4,3,3,132713
61,19,Graduate Degree,Manual,M,M,0,0,0,0,29761
77,23,Graduate Degree,Manual,M,M,1,0,0,0,59405
68,34,Graduate Degree,Manual,M,M,1,0,0,1,46498
47,35,Graduate Degree,Manual,F,M,1,0,0,1,38404
51,35,Graduate Degree,Clerical,F,M,1,0,0,1,46188
66,35,Graduate Degree,Clerical,M,M,1,0,0,1,41930
66,36,Bachelors ,Manual,M,M,1,0,0,1,27504
66,36,Bachelors ,Manual,M,M,1,0,0,1,30384
40,36,Bachelors ,Manual,F,M,1,0,0,1,14184
46,36,Graduate Degree,Clerical,F,M,1,0,0,1,56302
49,36,Graduate Degree,Clerical,F,M,1,0,0,1,43441
49,36,Graduate Degree,Clerical,F,M,1,0,0,1,49496
64,62,Graduate Degree,Clerical,M,M,1,0,0,1,43626
47,39,Graduate Degree,Clerical,F,M,1,0,0,1,39778
48,40,Bachelors ,Clerical,F,M,1,0,0,1,30949
48,40,Partial College,Manual,F,M,1,0,0,1,28519
48,40,Bachelors ,Clerical,F,M,1,0,0,1,32908
42,41,Partial College,Manual,F,M,1,0,0,2,22711
43,42,Partial College,Manual,F,S,1,0,0,2,28925
58,42,Partial College,Manual,M,S,1,0,0,2,26350
64,42,Partial College,Manual,M,M,1,1,0,2,24506
68,43,Partial College,Manual,M,M,1,1,0,2,32163
49,59,Graduate Degree,Clerical,F,M,1,0,0,1,61649
41,56,Partial College,Manual,F,M,1,0,0,1,16192
40,56,Partial College,Manual,F,M,1,0,0,1,16571
43,56,Bachelors ,Clerical,F,M,1,0,0,1,42179
67,55,Bachelors ,Clerical,M,M,1,0,0,1,60324
56,17,Partial College,Manual,M,S,0,1,0,0,20176
40,18,Partial College,Manual,F,S,0,1,0,0,23681
62,18,Partial College,Manual,M,S,0,1,0,0,29884
42,17,Partial College,Manual,F,S,0,1,0,0,26291
56,19,Partial College,Manual,M,S,1,1,0,0,16786
67,18,High School,Manual,M,M,1,0,1,1,17807
39,18,Bachelors ,Clerical,F,S,1,0,0,0,21329
68,19,High School,Manual,M,S,0,0,1,1,18907
65,19,Bachelors ,Clerical,M,M,1,0,0,0,31364
47,20,High School,Manual,F,S,0,0,1,1,26207
60,20,Partial College,Manual,M,M,1,0,0,0,16754
64,20,Partial College,Manual,M,M,0,0,0,0,19304
49,54,Partial College,Manual,M,S,1,0,0,1,24684
45,36,Partial College,Manual,F,S,0,0,1,1,23536
48,36,Partial College,Manual,F,M,1,0,1,1,21176
74,36,Graduate Degree,Clerical,M,M,1,0,0,4,81371
52,36,Graduate Degree,Clerical,F,M,1,0,0,4,67608
53,36,Graduate Degree,Clerical,F,M,1,0,0,4,58221
50,36,Graduate Degree,Clerical,F,M,1,0,0,4,74376
50,37,High School,Manual,F,M,1,1,1,1,25340
56,37,Partial College,Manual,F,M,1,0,1,1,23137
72,37,Partial College,Manual,M,S,0,0,1,1,31613
68,38,High School,Manual,M,S,0,1,1,1,27754
43,38,Partial College,Manual,F,M,1,1,0,2,21755
59,39,Partial College,Manual,M,S,1,1,0,2,27989
78,39,Graduate Degree,Clerical,M,M,1,0,0,1,73418
79,37,Graduate Degree,Clerical,M,M,1,0,0,3,77014
42,37,Graduate Degree,Clerical,F,S,1,0,0,3,58283
77,38,Bachelors ,Clerical,M,M,1,0,0,0,65576
73,38,Graduate Degree,Clerical,M,M,1,0,0,3,66253
75,39,Bachelors ,Clerical,M,M,1,0,0,1,67104
89,27,High School,Manual,M,S,1,0,2,2,37727
31,27,Partial College,Manual,F,S,1,1,0,0,11986
56,28,High School,Manual,F,S,1,0,2,2,19988
71,27,Bachelors ,Clerical,M,M,1,0,0,0,61621
53,27,Bachelors ,Clerical,F,M,0,0,0,0,60601
55,27,Graduate Degree,Clerical,F,M,1,0,0,0,63271
73,27,Graduate Degree,Clerical,M,S,1,0,0,0,78743
51,28,Bachelors ,Clerical,F,M,0,0,0,0,65363
64,46,Partial College,Manual,M,S,0,2,0,3,25204
71,53,Partial College,Professional,M,S,0,2,0,5,115336
148,53,Bachelors ,Management,M,M,1,3,4,4,172600
90,53,Bachelors ,Management,F,M,1,3,4,4,138738
145,53,Bachelors ,Management,M,M,1,4,4,4,153352
78,52,Partial High School,Skilled Manual,M,S,1,4,1,3,83541
92,52,High School,Professional,M,M,0,2,1,5,85775
48,52,Partial College,Professional,F,S,0,2,0,5,107279
55,52,Partial College,Professional,F,S,0,2,0,5,88595
144,52,Graduate Degree,Management,M,M,0,4,4,4,176338
51,51,Partial College,Professional,F,S,1,2,0,5,100634
75,51,Bachelors ,Management,F,S,1,4,3,3,118772
128,51,Bachelors ,Management,M,M,0,4,3,3,119331
93,51,Partial College,Professional,F,M,1,4,4,4,132880
130,51,Partial College,Professional,M,S,0,4,4,4,147408
119,43,Partial College,Professional,M,M,0,1,2,4,131131
117,44,Partial College,Professional,M,M,1,2,2,4,125258
115,43,High School,Professional,M,M,1,1,2,4,127125
89,43,High School,Professional,F,M,1,2,4,4,102504
139,43,Partial College,Professional,M,S,0,4,4,4,149293
83,43,High School,Professional,F,S,0,4,4,4,126378
156,43,High School,Professional,M,S,0,1,5,5,157969
140,44,Bachelors ,Management,M,M,1,4,4,4,130347
131,44,Bachelors ,Management,M,S,1,4,4,4,123419
106,44,Bachelors ,Management,F,M,1,1,5,5,140064
107,44,Partial College,Professional,F,M,1,2,5,5,139302
163,44,Partial College,Professional,M,M,0,2,5,5,161954
173,44,Bachelors ,Management,M,M,1,3,5,5,180581
106,44,Bachelors ,Management,F,M,0,3,5,5,131851
63,45,High School,Professional,F,M,1,2,1,4,91336
104,45,Partial College,Professional,F,S,1,3,5,5,137744
67,46,Partial High School,Skilled Manual,F,M,1,2,2,5,70090
55,46,High School,Professional,F,M,1,3,1,4,101525
109,46,High School,Professional,M,M,1,2,2,4,109999
89,46,High School,Professional,M,S,1,3,1,4,116586
104,46,High School,Professional,F,M,1,3,5,5,134371
104,46,High School,Professional,F,M,1,3,5,5,134371
154,46,Partial College,Management,M,S,0,4,5,5,163034
134,47,Partial College,Management,M,S,1,4,4,4,128698
154,47,High School,Management,M,S,0,3,5,5,155653
93,47,Partial College,Management,F,S,0,4,5,5,137245
138,48,Partial College,Management,M,M,1,4,4,4,119511
56,49,Partial High School,Skilled Manual,F,S,1,4,1,5,62693
94,49,High School,Management,M,M,1,3,1,4,123988
97,49,High School,Management,M,M,0,3,1,4,119186
164,49,High School,Management,M,M,1,4,5,5,162304
147,50,Graduate Degree,Professional,M,S,0,4,5,5,174884
73,22,Bachelors ,Professional,M,S,0,2,0,0,98651
50,21,Bachelors ,Professional,F,S,0,3,0,0,88766
46,21,Bachelors ,Professional,F,S,1,3,0,0,78358
51,21,Bachelors ,Professional,F,M,1,2,0,0,99492
50,22,Bachelors ,Professional,F,S,0,3,0,0,99212
51,22,Bachelors ,Professional,F,S,1,3,0,0,108239
77,22,Bachelors ,Professional,M,S,0,2,0,0,126085
49,22,Bachelors ,Professional,F,M,0,2,0,0,101204
54,23,Bachelors ,Professional,F,S,1,3,0,0,110647
79,24,Bachelors ,Professional,M,M,1,3,0,0,131289
101,24,High School,Management,F,M,1,2,5,5,105943
159,24,High School,Management,M,M,0,2,5,5,125630
164,24,Partial College,Management,M,M,0,3,5,5,156755
169,24,Partial College,Management,M,M,0,3,5,5,159741
98,24,Partial High School,Professional,F,S,1,4,5,5,127281
50,26,Bachelors ,Professional,F,S,0,3,0,0,112637
94,26,High School,Management,F,S,1,3,5,5,112820
104,27,Partial High School,Professional,F,M,1,4,5,5,101325
109,27,Graduate Degree,Professional,F,M,1,4,5,5,149971
154,26,Partial College,Management,M,S,1,4,5,5,153686
112,26,Partial High School,Management,F,M,0,4,5,5,139551
72,56,Bachelors ,Management,M,S,1,2,0,5,138036
90,56,Graduate Degree,Management,F,M,0,1,4,4,146378
82,56,Bachelors ,Management,F,M,1,4,3,3,145937
76,55,Bachelors ,Management,M,M,0,2,0,5,125789
48,55,Bachelors ,Management,F,M,1,2,0,5,105594
40,24,Partial High School,Manual,F,S,0,2,0,0,24332
63,24,Partial High School,Manual,M,S,0,2,0,0,21898
117,34,Bachelors ,Professional,M,M,1,2,2,3,104999
64,34,Bachelors ,Professional,F,S,1,2,2,3,92809
104,34,Bachelors ,Professional,M,S,0,2,2,3,96499
70,23,Partial College,Clerical,M,S,0,1,0,0,70307
32,17,Partial High School,Manual,F,S,0,2,0,0,10456
58,17,Partial High School,Manual,M,S,1,2,0,0,18180
33,17,Partial High School,Manual,F,S,0,2,0,0,12381
58,17,Partial High School,Manual,M,S,0,2,0,0,13601
39,19,Partial College,Clerical,F,S,0,1,0,0,36269
69,23,High School,Manual,M,S,0,1,0,0,49756
88,23,Bachelors ,Skilled Manual,M,M,1,0,1,1,63689
37,25,Partial High School,Manual,F,S,0,2,0,0,20891
56,24,Bachelors ,Skilled Manual,F,M,1,1,1,1,44346
43,25,High School,Manual,F,S,0,1,0,0,29409
44,25,High School,Manual,F,S,0,1,0,0,45225
55,25,High School,Manual,M,S,0,1,0,0,43554
52,25,Partial College,Clerical,F,S,0,1,1,1,42382
64,25,Partial College,Clerical,F,S,1,0,2,2,65840
39,26,Partial High School,Manual,F,S,0,2,0,0,24692
39,26,Partial High School,Manual,F,S,0,2,0,0,20184
43,26,Partial High School,Manual,F,S,0,2,0,0,20611
57,26,High School,Manual,M,S,1,1,0,0,31241
47,26,High School,Manual,F,S,1,1,0,0,48490
92,27,Partial College,Clerical,M,S,1,0,2,2,51555
60,26,Partial College,Clerical,F,S,1,1,2,2,40688
91,26,Partial College,Clerical,M,S,1,1,2,2,51735
93,26,Partial College,Clerical,M,S,1,2,2,2,52152
96,26,Partial College,Clerical,M,S,1,2,2,2,65892
94,27,Partial College,Clerical,M,S,1,2,2,2,60545
69,27,Graduate Degree,Skilled Manual,M,S,0,0,0,0,68859
69,22,Partial College,Clerical,F,S,1,0,3,3,54653
66,22,Partial College,Clerical,F,S,1,0,3,3,43479
39,67,Graduate Degree,Skilled Manual,F,M,1,0,0,1,55806
74,31,Graduate Degree,Skilled Manual,M,S,0,0,0,0,91757
81,31,Graduate Degree,Skilled Manual,M,S,0,0,0,0,105703
55,31,Graduate Degree,Skilled Manual,F,S,1,0,0,0,97080
45,31,Graduate Degree,Skilled Manual,F,S,1,0,0,0,97227
57,44,High School,Manual,M,S,0,2,0,2,24831
48,44,Bachelors ,Skilled Manual,F,M,1,1,0,1,52414
76,44,Bachelors ,Skilled Manual,M,M,1,1,0,1,54916
74,44,Bachelors ,Skilled Manual,M,M,1,1,0,1,46544
46,44,Bachelors ,Skilled Manual,F,M,1,1,0,1,41117
38,43,Partial High School,Clerical,F,S,0,2,0,3,13603
78,43,High School,Clerical,M,M,1,1,0,1,60619
79,43,Partial College,Clerical,M,M,1,1,0,1,71775
44,43,Partial College,Clerical,F,M,1,1,0,1,53974
68,42,Partial College,Clerical,M,M,1,1,0,1,59331
49,42,Partial College,Clerical,F,M,1,1,0,1,56364
75,42,Partial College,Clerical,M,M,1,1,0,1,55651
68,42,Partial College,Clerical,M,M,1,1,0,1,53988
69,42,Partial College,Clerical,M,M,1,1,0,1,40574
72,42,Partial College,Clerical,M,M,1,1,0,1,61694
54,42,Partial College,Clerical,F,M,1,1,0,1,45868
73,42,Partial College,Clerical,M,M,1,1,0,1,74911
70,42,Partial College,Clerical,M,M,1,1,0,1,57098
55,42,Graduate Degree,Skilled Manual,F,S,1,0,0,5,110191
47,41,Partial College,Clerical,F,M,1,1,0,1,46182
72,41,Partial College,Clerical,M,M,1,1,0,1,39809
76,40,Partial College,Clerical,M,M,1,1,0,1,50590
52,40,Partial College,Clerical,F,M,1,1,0,1,53183
77,40,Partial College,Clerical,M,M,1,1,0,1,59448
48,40,Partial College,Clerical,F,M,1,1,0,1,33517
69,40,Partial College,Clerical,M,M,1,1,0,1,59596
46,40,Partial College,Clerical,F,M,1,1,0,1,32570
74,40,Partial College,Clerical,M,M,1,1,0,1,54359
49,39,Graduate Degree,Skilled Manual,F,S,1,0,0,4,74800
83,39,Graduate Degree,Skilled Manual,M,S,1,0,0,4,105348
51,39,Graduate Degree,Skilled Manual,F,S,1,0,0,4,86705
83,39,Graduate Degree,Skilled Manual,M,M,1,0,0,4,105425
50,39,Graduate Degree,Skilled Manual,F,S,1,0,0,4,85072
75,38,Graduate Degree,Skilled Manual,M,M,1,0,0,4,103040
85,38,Graduate Degree,Skilled Manual,M,M,1,0,0,4,99491
55,38,Graduate Degree,Skilled Manual,F,S,1,0,0,4,99312
51,29,Bachelors ,Clerical,F,M,1,0,0,1,59003
53,29,Bachelors ,Clerical,F,S,0,0,1,1,33892
52,29,Bachelors ,Clerical,F,S,0,0,1,1,46611
47,29,Graduate Degree,Clerical,F,M,1,0,0,0,52892
78,29,Graduate Degree,Clerical,M,M,1,0,0,0,71729
78,29,Graduate Degree,Clerical,M,M,1,0,0,0,80032
89,30,High School,Manual,M,S,1,1,3,3,21049
47,30,Partial College,Manual,F,M,1,1,1,1,10846
43,30,Partial College,Manual,F,S,0,1,1,1,17239
87,30,Bachelors ,Clerical,M,M,1,0,1,1,57898
70,31,High School,Manual,M,M,1,1,1,1,17790
50,31,High School,Manual,F,M,1,1,1,1,17973
84,31,Bachelors ,Clerical,M,M,1,1,1,1,62483
85,31,Bachelors ,Skilled Manual,M,M,1,1,1,1,61571
53,31,Bachelors ,Skilled Manual,F,M,1,2,1,1,46805
81,32,Partial High School,Manual,M,S,1,2,3,4,10861
84,32,High School,Manual,M,S,1,0,2,2,23942
62,32,Bachelors ,Skilled Manual,F,M,1,2,1,1,51994
53,33,Partial High School,Manual,F,S,1,1,2,5,13470
74,33,Partial High School,Manual,M,S,1,1,2,3,13730
50,33,High School,Manual,F,S,1,2,2,2,17583
58,33,High School,Manual,F,S,1,0,3,3,18439
91,33,High School,Manual,M,S,1,0,3,3,19775
97,34,High School,Manual,M,S,1,2,3,3,32251
80,31,Bachelors ,Professional,M,M,1,0,0,0,60132
50,31,Bachelors ,Professional,F,M,0,0,0,0,48760
75,31,Bachelors ,Professional,M,M,1,0,0,0,63209
49,31,Graduate Degree,Skilled Manual,F,S,0,0,0,0,91426
74,32,Bachelors ,Professional,M,M,1,0,0,0,69145
66,33,Partial College,Clerical,F,M,0,2,2,2,55382
86,33,Partial College,Clerical,M,S,1,2,2,2,59418
52,33,Bachelors ,Skilled Manual,F,M,1,0,0,1,47021
52,34,Bachelors ,Skilled Manual,F,M,1,0,0,1,54644
74,34,Bachelors ,Skilled Manual,M,M,1,0,0,1,61363
41,19,High School,Manual,F,S,0,1,0,0,12829
62,18,Partial College,Clerical,F,S,1,1,3,3,45735
62,18,Partial College,Clerical,F,S,1,1,3,3,45735
98,18,Partial College,Clerical,M,S,1,1,3,3,57213
102,18,Partial College,Clerical,M,S,1,2,3,3,61014
76,34,Bachelors ,Skilled Manual,M,M,1,0,0,1,64326
76,34,Bachelors ,Skilled Manual,M,M,1,0,0,1,74158
72,34,Bachelors ,Skilled Manual,M,M,1,0,0,1,54348
80,35,Partial College,Clerical,M,M,1,1,0,1,66222
47,35,Bachelors ,Skilled Manual,F,M,1,0,0,1,55048
75,35,Bachelors ,Skilled Manual,M,M,1,0,0,1,61807
69,35,Bachelors ,Skilled Manual,M,M,1,1,0,1,44973
101,19,Partial College,Clerical,M,S,1,2,3,3,61882
60,19,Partial College,Clerical,F,M,0,2,3,3,36480
114,19,Partial College,Clerical,M,S,1,3,4,4,59010
43,20,Partial College,Clerical,F,S,0,1,0,0,44073
39,20,Partial College,Clerical,F,S,1,1,0,0,54229
46,20,Partial College,Clerical,F,S,0,1,0,0,51463
45,20,Partial College,Clerical,F,S,0,1,0,0,45327
49,20,Partial College,Clerical,F,S,0,1,0,0,47592
63,20,Partial College,Clerical,M,S,0,1,0,0,60089
60,21,High School,Manual,M,S,0,1,0,0,19980
44,22,Partial High School,Manual,F,S,0,2,0,0,20004
35,21,High School,Manual,F,S,0,1,0,0,14565
56,21,High School,Manual,M,S,0,1,0,0,14571
40,22,Partial College,Clerical,F,S,1,1,0,0,33815
60,22,Bachelors ,Skilled Manual,F,M,1,0,1,1,48733
85,38,Graduate Degree,Skilled Manual,M,M,1,0,0,4,109142
81,38,Graduate Degree,Skilled Manual,M,S,1,0,0,4,107056
81,38,Graduate Degree,Skilled Manual,M,M,1,0,0,4,111116
70,25,Partial College,Clerical,F,S,1,2,4,4,46011
72,25,Partial College,Clerical,F,S,1,2,4,4,47429
75,24,Graduate Degree,Skilled Manual,M,M,1,0,0,0,82263
106,57,Graduate Degree,Management,M,M,1,4,2,2,173306
40,35,Graduate Degree,Manual,F,M,1,0,0,1,51073
65,35,Bachelors ,Manual,M,S,1,0,0,1,23428
75,36,Bachelors ,Manual,M,M,1,0,0,1,50018
69,36,Bachelors ,Manual,M,M,1,0,0,1,29891
46,36,Graduate Degree,Clerical,F,M,1,0,0,1,38435
58,62,Graduate Degree,Clerical,M,S,1,0,0,1,51009
68,61,Graduate Degree,Clerical,M,M,1,0,0,1,78284
75,35,Graduate Degree,Clerical,M,M,1,0,0,4,63978
82,35,Graduate Degree,Clerical,M,M,1,0,0,4,87876
70,39,Bachelors ,Manual,M,M,1,0,0,1,31238
70,41,Bachelors ,Clerical,M,S,1,0,0,1,49735
67,41,Bachelors ,Clerical,M,M,1,0,0,1,29825
43,42,Partial College,Manual,F,S,1,0,0,2,23146
39,42,Partial College,Manual,F,S,1,1,0,2,11067
70,60,Bachelors ,Clerical,M,M,1,0,0,1,43184
56,59,Bachelors ,Clerical,M,M,1,0,0,1,27711
44,59,Bachelors ,Clerical,F,M,1,0,0,1,20124
72,59,Graduate Degree,Clerical,M,M,1,0,0,1,66110
54,58,Bachelors ,Clerical,M,M,1,1,0,2,32521
61,57,Bachelors ,Clerical,M,M,1,1,0,2,20118
44,57,Bachelors ,Clerical,F,M,1,0,0,1,24356
61,57,Bachelors ,Clerical,M,M,1,0,0,1,35799
38,58,Bachelors ,Clerical,F,M,1,0,0,1,22646
33,56,Partial College,Manual,F,S,1,1,0,2,14797
75,56,Bachelors ,Clerical,M,M,1,0,0,1,83442
35,55,Partial College,Manual,F,M,1,1,0,3,12730
71,55,Bachelors ,Clerical,M,M,1,0,0,1,69334
48,55,Bachelors ,Clerical,F,M,1,0,0,1,55079
46,55,Bachelors ,Clerical,F,M,1,0,0,1,60899
44,55,Graduate Degree,Clerical,F,M,1,0,0,1,55900
51,17,Partial College,Manual,M,S,0,1,0,0,24512
41,17,Partial College,Manual,F,M,0,1,0,0,27588
43,17,Partial College,Manual,F,S,0,1,0,0,19830
58,17,Partial College,Manual,M,S,0,1,0,0,26290
58,17,Partial College,Manual,M,S,0,1,0,0,24209
39,18,Partial College,Manual,F,S,0,1,0,0,20265
57,18,Partial College,Manual,M,S,0,1,0,0,28493
58,18,Partial College,Manual,M,S,1,1,0,0,23916
62,17,Partial College,Manual,M,S,0,1,0,0,33915
36,19,Partial College,Manual,F,S,1,1,0,0,15295
42,19,Partial College,Manual,F,S,0,1,0,0,27265
39,20,High School,Manual,F,S,0,2,0,0,21193
65,21,High School,Manual,M,S,0,0,1,1,21212
39,21,High School,Manual,F,S,0,0,1,1,14363
75,18,High School,Manual,M,M,1,0,1,1,24680
42,18,High School,Manual,F,S,0,0,1,1,10429
61,19,Bachelors ,Clerical,M,S,1,0,0,0,36561
46,20,High School,Manual,F,S,0,0,1,1,28406
64,20,Partial College,Manual,M,M,1,0,0,0,21228
62,54,Bachelors ,Clerical,M,S,1,0,0,1,58116
49,36,Graduate Degree,Clerical,F,M,1,0,0,4,46096
52,36,Graduate Degree,Clerical,F,M,1,0,0,4,63550
68,36,Graduate Degree,Clerical,M,S,1,0,0,4,63085
52,36,Graduate Degree,Clerical,F,M,1,0,0,4,67482
70,36,Graduate Degree,Clerical,M,S,1,0,0,3,71889
74,37,Partial College,Manual,M,M,1,0,1,1,30650
43,38,Partial College,Manual,F,M,1,1,0,2,34262
75,39,Graduate Degree,Clerical,M,M,1,0,0,1,62390
72,37,Graduate Degree,Clerical,M,M,1,0,0,3,64639
73,37,Graduate Degree,Clerical,M,M,1,0,0,3,79173
70,37,Bachelors ,Clerical,M,S,1,0,0,3,66729
79,37,Bachelors ,Clerical,M,M,1,0,0,3,63130
45,37,Bachelors ,Clerical,F,M,1,0,0,3,44259
70,37,Graduate Degree,Clerical,M,M,1,0,0,3,70186
52,37,Graduate Degree,Clerical,F,M,1,0,0,3,63694
73,38,Bachelors ,Clerical,M,M,1,0,0,0,42097
54,38,Bachelors ,Clerical,F,M,1,0,0,0,54165
56,39,Bachelors ,Clerical,F,M,1,0,0,1,61416
64,27,Partial College,Manual,M,S,1,1,0,0,25423
82,28,High School,Manual,M,S,1,0,2,2,17491
76,27,Bachelors ,Clerical,M,M,1,0,0,0,60090
66,27,Bachelors ,Clerical,M,S,1,0,0,0,55794
34,28,Partial College,Manual,F,S,0,1,0,0,16489
66,28,Partial College,Manual,M,M,0,1,0,0,27039
55,28,Bachelors ,Clerical,F,M,1,0,0,0,53953
72,28,Graduate Degree,Clerical,M,M,1,0,0,0,62605
70,28,Graduate Degree,Clerical,M,M,1,0,0,0,58260
74,28,Graduate Degree,Skilled Manual,M,M,1,0,0,0,71859
67,45,Partial College,Manual,M,M,0,2,0,3,39331
45,45,Partial College,Manual,F,M,1,1,0,2,21534
41,45,Partial College,Manual,F,M,1,1,0,2,23773
44,46,Partial College,Manual,F,M,1,1,0,2,23651
50,29,Partial College,Manual,F,S,0,0,1,1,17487
81,29,Partial College,Manual,M,M,1,0,1,1,28799
68,29,Partial College,Manual,M,S,0,0,1,1,21400
108,43,Partial College,Professional,M,M,1,1,2,4,106637
82,53,High School,Professional,M,S,1,2,1,5,85951
145,52,Bachelors ,Management,M,M,1,4,4,4,166506
77,51,Partial College,Professional,M,S,0,2,0,5,115249
81,51,Bachelors ,Management,F,M,1,4,3,3,106631
150,51,Partial College,Professional,M,M,1,4,4,4,165738
112,43,Partial College,Professional,M,M,1,1,2,4,105022
101,44,Partial College,Professional,M,S,1,2,2,4,123655
121,44,Partial College,Professional,M,M,1,1,2,3,127378
144,43,High School,Professional,M,M,1,3,4,4,116252
102,44,Bachelors ,Management,F,M,1,3,5,5,143063
105,44,Partial College,Professional,F,M,1,2,5,5,135582
86,45,High School,Professional,M,S,1,2,1,4,120670
101,45,Partial College,Professional,F,M,1,3,5,5,120892
105,45,Partial College,Professional,F,M,1,4,5,5,144261
93,46,High School,Professional,M,M,1,3,1,4,113824
95,47,High School,Management,M,M,1,3,1,4,97505
91,47,High School,Management,M,S,1,3,1,4,117470
104,47,High School,Management,F,M,1,4,5,5,134565
110,47,Bachelors ,Management,F,M,1,3,5,5,135643
102,47,Partial College,Management,F,M,0,3,5,5,135033
102,48,High School,Management,F,M,1,4,5,5,130467
95,49,High School,Management,M,M,1,4,1,5,130717
53,50,Partial High School,Skilled Manual,F,M,1,4,1,5,76336
60,50,Partial High School,Skilled Manual,F,M,1,4,1,5,111205
75,50,Partial High School,Skilled Manual,M,M,0,2,0,5,105996
53,50,Partial High School,Skilled Manual,F,M,1,2,0,5,89765
103,50,Partial College,Professional,F,M,1,4,5,5,140434
55,22,Bachelors ,Professional,F,M,1,4,0,0,86556
75,22,Bachelors ,Professional,M,S,0,4,0,0,87509
55,21,Bachelors ,Professional,F,M,1,2,0,0,93289
54,21,Bachelors ,Professional,F,S,1,2,0,0,83719
77,21,Bachelors ,Professional,M,S,0,3,0,0,98262
53,22,Bachelors ,Professional,F,S,0,3,0,0,71606
74,23,Bachelors ,Professional,M,S,0,3,0,0,104398
75,22,Bachelors ,Professional,M,S,0,3,0,0,115580
86,22,Bachelors ,Professional,M,M,1,3,0,0,116354
85,22,Bachelors ,Professional,M,M,1,2,0,0,125908
57,24,Bachelors ,Professional,F,S,0,3,0,0,111857
57,23,Bachelors ,Professional,F,S,1,2,0,0,116443
164,23,High School,Management,M,M,1,2,5,5,121409
95,23,High School,Management,F,S,1,4,5,5,130523
104,24,High School,Management,F,M,0,2,5,5,98777
74,25,Bachelors ,Professional,M,S,0,3,0,0,130264
51,25,Bachelors ,Professional,F,S,0,3,0,0,117604
93,24,Partial High School,Professional,F,S,1,4,5,5,137062
164,24,Partial High School,Professional,M,M,1,4,5,5,145281
55,25,Bachelors ,Professional,F,M,1,3,0,0,94821
82,25,Bachelors ,Professional,M,S,0,3,0,0,136952
49,25,Bachelors ,Professional,F,S,1,3,0,0,106855
164,25,High School,Management,M,M,1,2,5,5,118592
160,25,High School,Management,M,M,1,3,5,5,121887
85,26,Bachelors ,Professional,M,S,1,4,0,0,140882
60,26,Bachelors ,Professional,F,M,1,4,0,0,109265
155,25,Partial High School,Professional,M,S,1,4,5,5,165738
97,26,High School,Management,F,M,1,4,5,5,87151
49,27,Bachelors ,Professional,F,S,0,4,0,0,108767
170,27,High School,Management,M,M,1,4,5,5,156777
109,26,Partial High School,Professional,F,M,1,4,5,5,139214
171,26,Partial High School,Professional,M,M,1,4,5,5,155154
177,28,Bachelors ,Management,M,M,1,4,5,5,168831
172,28,Bachelors ,Management,M,M,1,4,5,5,162864
73,56,Graduate Degree,Management,M,M,1,2,0,5,112758
48,56,Bachelors ,Management,F,M,1,2,0,5,117059
125,56,Bachelors ,Management,M,M,1,4,3,3,168484
115,56,Graduate Degree,Management,M,S,0,2,3,3,184323
41,24,Partial High School,Manual,F,S,0,2,0,0,13795
63,24,Partial High School,Manual,M,S,0,2,0,0,34648
41,24,Partial High School,Manual,F,S,0,2,0,0,14269
50,24,Partial College,Clerical,F,S,0,1,0,0,50031
111,34,Bachelors ,Professional,M,M,1,2,2,3,102413
71,23,Partial College,Clerical,M,S,1,1,0,0,52818
45,23,Partial College,Clerical,F,M,0,1,0,0,43199
39,23,Partial College,Clerical,F,S,1,1,0,0,35943
45,23,Partial College,Clerical,F,S,0,1,0,0,33327
66,23,Partial College,Clerical,M,S,0,1,0,0,49932
40,23,Partial College,Clerical,F,S,0,1,0,0,34625
36,17,Partial High School,Manual,F,S,0,2,0,0,16216
67,17,Partial High School,Manual,M,M,0,2,0,0,21310
53,17,Partial High School,Manual,M,S,0,2,0,0,10494
31,87,Partial High School,Manual,F,M,0,2,0,4,13239
54,17,Partial High School,Manual,M,S,0,2,0,0,13554
40,17,Partial High School,Manual,F,S,0,2,0,0,16424
65,18,Partial College,Clerical,M,S,0,1,0,0,61241
68,18,Partial College,Clerical,M,S,0,1,0,0,57873
40,19,High School,Manual,F,S,1,1,0,0,46361
62,24,High School,Manual,M,S,0,1,0,0,41945
